cell_clean,cell.x,integration_cluster,cell.y,cell_type,sample_type
X230816734624685.N,X230816734624685_X_.N,3,X230816734624685.N,Pro-angiogenesis Macrophage,N
X230816734670052.N,X230816734670052_X_.N,2,X230816734670052.N,Pro-angiogenesis Macrophage,N
X230816752717211.T,X230816752717211_Y_.T,0,X230816752717211.T,CD4+ T cell,T
X230816752752421.N,X230816752752421_X_.N,3,X230816752752421.N,Pro-angiogenesis Macrophage,N
X230816752756533.T,X230816752756533_Y_.T,0,X230816752756533.T,T regulatory cells,T
X230816753040619.T,X230816753040619_Y_.T,0,X230816753040619.T,CD4+ T cell,T
X230816753080563.N,X230816753080563_X_.N,2,X230816753080563.N,Pro-angiogenesis Macrophage,N
X230816753335724.N,X230816753335724_X_.N,1,X230816753335724.N,CD4 or CD8 T cell,N
X231270765221622.N,X231270765221622_X_.N,9,X231270765221622.N,Pro-angiogenesis Macrophage,N
X231270765222836.T,X231270765222836_Y_.T,0,X231270765222836.T,CD4+ T cell,T
X231270765452187.T,X231270765452187_Y_.T,1,X231270765452187.T,Exhausted CD8+ T cells,T
X231270765513590.T,X231270765513590_Y_.T,0,X231270765513590.T,CD4+ T cell,T
X231270779870571.T,X231270779870571_Y_.T,4,X231270779870571.T,Blood Cell,T
X231270780352947.T,X231270780352947_Y_.T,1,X231270780352947.T,Exhausted CD8+ T cells,T
X231270780430748.T,X231270780430748_Y_.T,5,X231270780430748.T,B Cell,T
X231270780648734.T,X231270780648734_Y_.T,10,X231270780648734.T,CAFinfla,T
X231270780721892.T,X231270780721892_Y_.T,0,X231270780721892.T,Tfh/Th1 helper CD4+ T cells,T
X231270792775604.N,X231270792775604_X_.N,2,X231270792775604.N,Pro-angiogenesis Macrophage,N
X231270792980387.T,X231270792980387_Y_.T,0,X231270792980387.T,CD4+ T cell,T
X231270793238830.T,X231270793238830_Y_.T,6,X231270793238830.T,Natural killer cell,T
X231270793267931.T,X231270793267931_Y_.T,10,X231270793267931.T,CAFmyo,T
X231270812080045.N,X231270812080045_X_.N,6,X231270812080045.N,CD8 T or NK cell,N
X231279489563574.N,X231279489563574_X_.N,1,X231279489563574.N,Effector/Memory CD8+ T cells,N
X231279490161972.N,X231279490161972_X_.N,15,X231279490161972.N,pDC,N
X231279503989091.T,X231279503989091_Y_.T,5,X231279503989091.T,B Cell,T
X231279504256235.T,X231279504256235_Y_.T,0,X231279504256235.T,Effector/Memory CD4+ T cells,T
X231279504505267.N,X231279504505267_X_.N,6,X231279504505267.N,Natural killer cell,N
X231279504607452.T,X231279504607452_Y_.T,6,X231279504607452.T,Natural killer cell,T
X231279504607532.T,X231279504607532_Y_.T,0,X231279504607532.T,T regulatory cells,T
X231279504775459.T,X231279504775459_Y_.T,8,X231279504775459.T,CAFinfla,T
X231279516636893.T,X231279516636893_Y_.T,1,X231279516636893.T,Exhausted CD8+ T cells,T
X231279517121261.T,X231279517121261_Y_.T,4,X231279517121261.T,Macrophage,T
X231279517382894.T,X231279517382894_Y_.T,10,X231279517382894.T,CAFadi,T
X231279535516981.T,X231279535516981_Y_.T,12,X231279535516981.T,Endothelial Cells,T
X231279535708445.N,X231279535708445_X_.N,4,X231279535708445.N,Pro-angiogenesis Macrophage,N
X231279535745773.T,X231279535745773_Y_.T,2,X231279535745773.T,Phagocytosis Macrophage,T
X231279536064357.N,X231279536064357_X_.N,3,X231279536064357.N,Pro-angiogenesis Macrophage,N
X231280294615403.N,X231280294615403_X_.N,1,X231280294615403.N,Effector/Memory CD4+ T cells,N
X231280294640365.T,X231280294640365_Y_.T,1,X231280294640365.T,Effector/Memory CD8+ T cells,T
X231280294877083.N,X231280294877083_X_.N,6,X231280294877083.N,Natural killer cell,N
X231280295393197.T,X231280295393197_Y_.T,9,X231280295393197.T,Exhausted CD8+ T cells,T
X231280295401270.N,X231280295401270_X_.N,2,X231280295401270.N,Pro-angiogenesis Macrophage,N
X231280295459182.N,X231280295459182_X_.N,0,X231280295459182.N,Effector/Memory CD4+ T cells,N
X231280309295459.T,X231280309295459_Y_.T,8,X231280309295459.T,Endothelial Cells,T
X231280309353332.N,X231280309353332_X_.N,15,X231280309353332.N,pDC,N
X231280309393203.N,X231280309393203_X_.N,3,X231280309393203.N,Pro-angiogenesis Macrophage,N
X231280309623707.T,X231280309623707_Y_.T,5,X231280309623707.T,B Cell,T
X231280321943332.T,X231280321943332_Y_.T,4,X231280321943332.T,Macrophage,T
X231280321972075.T,X231280321972075_Y_.T,2,X231280321972075.T,Phagocytosis Macrophage,T
X231280322235117.T,X231280322235117_Y_.T,5,X231280322235117.T,B Cell,T
X231280322669854.T,X231280322669854_Y_.T,1,X231280322669854.T,CD8+ T cell,T
X231280341051700.N,X231280341051700_X_.N,4,X231280341051700.N,Pro-angiogenesis Macrophage,N
X231280341077341.T,X231280341077341_Y_.T,0,X231280341077341.T,Blood Cell,T
X231280341277021.T,X231280341277021_Y_.T,1,X231280341277021.T,CD8+ T cell,T
X231280341313454.T,X231280341313454_Y_.T,2,X231280341313454.T,Phagocytosis Macrophage,T
X231291300789683.N,X231291300789683_X_.N,0,X231291300789683.N,T regulatory cells,N
X231291301082924.N,X231291301082924_X_.N,6,X231291301082924.N,Natural killer cell,N
X231291301091038.N,X231291301091038_X_.N,7,X231291301091038.N,Pro-inflammatory Macrophage,N
X231291315182516.T,X231291315182516_Y_.T,1,X231291315182516.T,CD8+ T cell,T
X231291315480348.N,X231291315480348_X_.N,2,X231291315480348.N,Pro-angiogenesis Macrophage,N
X231291327757227.N,X231291327757227_X_.N,0,X231291327757227.N,Effector/Memory CD4+ T cells,N
X231291327802076.T,X231291327802076_Y_.T,5,X231291327802076.T,B Cell,T
X231291327834420.T,X231291327834420_Y_.T,5,X231291327834420.T,B Cell,T
X231291328022325.T,X231291328022325_Y_.T,0,X231291328022325.T,Tfh/Th1 helper CD4+ T cells,T
X231291328280875.N,X231291328280875_X_.N,1,X231291328280875.N,Effector/Memory CD4+ T cells,N
X231291328289692.N,X231291328289692_X_.N,3,X231291328289692.N,Pro-angiogenesis Macrophage,N
X231291346631518.N,X231291346631518_X_.N,7,X231291346631518.N,Pro-angiogenesis Macrophage,N
X231291347189086.T,X231291347189086_Y_.T,7,X231291347189086.T,Pro-inflammatory Macrophage,T
X231291347228453.T,X231291347228453_Y_.T,8,X231291347228453.T,Normal Fibroblast,T
X231291347462389.T,X231291347462389_Y_.T,0,X231291347462389.T,CD4+ T cell,T
X231291347482462.T,X231291347482462_Y_.T,1,X231291347482462.T,Exhausted CD8+ T cells,T
X231291347490541.N,X231291347490541_X_.N,1,X231291347490541.N,Effector/Memory CD4+ T cells,N
X231291347495134.N,X231291347495134_X_.N,3,X231291347495134.N,Pro-angiogenesis Macrophage,N
X231340558404830.T,X231340558404830_Y_.T,2,X231340558404830.T,Phagocytosis Macrophage,T
X231340558409012.T,X231340558409012_Y_.T,4,X231340558409012.T,CD4+ T cell,T
X231340558706923.T,X231340558706923_Y_.T,10,X231340558706923.T,CAFmyo,T
X231340573048219.T,X231340573048219_Y_.T,2,X231340573048219.T,Macrophage,T
X231340573080821.N,X231340573080821_X_.N,7,X231340573080821.N,Macrophage,N
X231340573092076.T,X231340573092076_Y_.T,0,X231340573092076.T,CD4+ T cell,T
X231340573144948.T,X231340573144948_Y_.T,1,X231340573144948.T,Exhausted CD8+ T cells,T
X231340573157740.N,X231340573157740_X_.N,2,X231340573157740.N,Pro-angiogenesis Macrophage,N
X231340573383579.N,X231340573383579_X_.N,3,X231340573383579.N,Pro-angiogenesis Macrophage,N
X231340573412211.N,X231340573412211_X_.N,7,X231340573412211.N,Pro-inflammatory Macrophage,N
X231340573580517.N,X231340573580517_X_.N,0,X231340573580517.N,Effector/Memory CD4+ T cells,N
X231340573903652.T,X231340573903652_Y_.T,5,X231340573903652.T,B Cell,T
X231340585707443.N,X231340585707443_X_.N,4,X231340585707443.N,Macrophage,N
X231340586192283.T,X231340586192283_Y_.T,8,X231340586192283.T,Pancreatic Cancer Cell,T
X231340586264427.N,X231340586264427_X_.N,13,X231340586264427.N,Lung Cancer Cell,N
X231340586494179.T,X231340586494179_Y_.T,3,X231340586494179.T,Macrophage,T
X231340586522340.T,X231340586522340_Y_.T,1,X231340586522340.T,Natural killer cell,T
X231340604504987.N,X231340604504987_X_.N,12,X231340604504987.N,Endothelial Cells,N
X231340604550044.T,X231340604550044_Y_.T,1,X231340604550044.T,Effector/Memory CD8+ T cells,T
X231340605131483.T,X231340605131483_Y_.T,1,X231340605131483.T,Exhausted CD8+ T cells,T
X231340605332187.T,X231340605332187_Y_.T,0,X231340605332187.T,Effector/Memory CD4+ T cells,T
X231365388687710.T,X231365388687710_Y_.T,0,X231365388687710.T,CD4+ T cell,T
X231365389212020.N,X231365389212020_X_.N,7,X231365389212020.N,Macrophage,N
X231365389272942.N,X231365389272942_X_.N,3,X231365389272942.N,Pro-angiogenesis Macrophage,N
X231365389277429.N,X231365389277429_X_.N,3,X231365389277429.N,Pro-angiogenesis Macrophage,N
X231365389442269.T,X231365389442269_Y_.T,4,X231365389442269.T,Macrophage,T
X231365403690790.N,X231365403690790_X_.N,3,X231365403690790.N,Pro-angiogenesis Macrophage,N
X231365403858795.N,X231365403858795_X_.N,0,X231365403858795.N,Effector/Memory CD4+ T cells,N
X231365403859164.N,X231365403859164_X_.N,2,X231365403859164.N,Pro-angiogenesis Macrophage,N
X231365403859171.N,X231365403859171_X_.N,8,X231365403859171.N,Lung Cancer Cell,N
X231365403860197.T,X231365403860197_Y_.T,1,X231365403860197.T,Effector/Memory CD8+ T cells,T
X231365415955301.T,X231365415955301_Y_.T,5,X231365415955301.T,B Cell,T
X231365415975781.N,X231365415975781_X_.N,1,X231365415975781.N,Effector/Memory CD4+ T cells,N
X231365416434907.N,X231365416434907_X_.N,2,X231365416434907.N,Pro-angiogenesis Macrophage,N
X231365416476003.T,X231365416476003_Y_.T,4,X231365416476003.T,Macrophage,T
X231365416537444.N,X231365416537444_X_.N,4,X231365416537444.N,Macrophage,N
X231365416700660.T,X231365416700660_Y_.T,0,X231365416700660.T,CD4+ T cell,T
X231365434853724.T,X231365434853724_Y_.T,0,X231365434853724.T,CD4+ T cell,T
X231365435406253.T,X231365435406253_Y_.T,5,X231365435406253.T,B Cell,T
X231365435673949.N,X231365435673949_X_.N,0,X231365435673949.N,Effector/Memory CD4+ T cells,N
X231366194485667.N,X231366194485667_X_.N,7,X231366194485667.N,Pro-angiogenesis Macrophage,N
X231366194544044.T,X231366194544044_Y_.T,0,X231366194544044.T,CD4+ T cell,T
X231366194555125.T,X231366194555125_Y_.T,1,X231366194555125.T,Effector/Memory CD8+ T cells,T
X231366208674542.N,X231366208674542_X_.N,1,X231366208674542.N,Effector/Memory CD8+ T cells,N
X231366208699171.T,X231366208699171_Y_.T,6,X231366208699171.T,Natural killer cell,T
X231366208994668.N,X231366208994668_X_.N,2,X231366208994668.N,Pro-angiogenesis Macrophage,N
X231366209166630.N,X231366209166630_X_.N,2,X231366209166630.N,Pro-angiogenesis Macrophage,N
X231366209486051.T,X231366209486051_Y_.T,9,X231366209486051.T,Phagocytosis Macrophage,T
X231366221289181.T,X231366221289181_Y_.T,1,X231366221289181.T,Exhausted CD8+ T cells,T
X231366222007019.N,X231366222007019_X_.N,1,X231366222007019.N,CD4 or CD8 T cell,N
X231366240189811.T,X231366240189811_Y_.T,3,X231366240189811.T,Phagocytosis Macrophage,T
X231366240393966.N,X231366240393966_X_.N,4,X231366240393966.N,Pro-angiogenesis Macrophage,N
X231366240983267.N,X231366240983267_X_.N,0,X231366240983267.N,Effector/Memory CD4+ T cells,N
X231692879980270.T,X231692879980270_Y_.T,9,X231692879980270.T,CD8+ T cell,T
X231692880001949.T,X231692880001949_Y_.T,5,X231692880001949.T,B Cell,T
X231692880242405.T,X231692880242405_Y_.T,2,X231692880242405.T,Phagocytosis Macrophage,T
X231692880275891.N,X231692880275891_X_.N,2,X231692880275891.N,Pro-angiogenesis Macrophage,N
X231692880767836.N,X231692880767836_X_.N,1,X231692880767836.N,Effector/Memory CD8+ T cells,N
X231692894910901.T,X231692894910901_Y_.T,8,X231692894910901.T,Cancer Associated Fibroblasts,T
X231692894944107.T,X231692894944107_Y_.T,0,X231692894944107.T,CD4+ T cell,T
X231692894948211.N,X231692894948211_X_.N,1,X231692894948211.N,Effector/Memory CD8+ T cells,N
X231692895108508.N,X231692895108508_X_.N,2,X231692895108508.N,Pro-angiogenesis Macrophage,N
X231692895177012.N,X231692895177012_X_.N,2,X231692895177012.N,Pro-angiogenesis Macrophage,N
X231692895381811.T,X231692895381811_Y_.T,1,X231692895381811.T,Effector/Memory CD8+ T cells,T
X231692907206892.N,X231692907206892_X_.N,2,X231692907206892.N,Pro-angiogenesis Macrophage,N
X231692907465573.T,X231692907465573_Y_.T,1,X231692907465573.T,CD8+ T cell,T
X231692907956524.T,X231692907956524_Y_.T,5,X231692907956524.T,B Cell,T
X231692907956534.N,X231692907956534_X_.N,3,X231692907956534.N,Pro-angiogenesis Macrophage,N
X231692908055260.T,X231692908055260_Y_.T,4,X231692908055260.T,Macrophage,T
X231692926610149.T,X231692926610149_Y_.T,5,X231692926610149.T,B Cell,T
X231692926867678.T,X231692926867678_Y_.T,1,X231692926867678.T,Exhausted CD8+ T cells,T
X231711804602790.N,X231711804602790_X_.N,3,X231711804602790.N,Pro-angiogenesis Macrophage,N
X231711804669173.N,X231711804669173_X_.N,2,X231711804669173.N,Pro-angiogenesis Macrophage,N
X231711804675932.N,X231711804675932_X_.N,4,X231711804675932.N,Pro-angiogenesis Macrophage,N
X231711804681013.T,X231711804681013_Y_.T,2,X231711804681013.T,Phagocytosis Macrophage,T
X231711804876662.T,X231711804876662_Y_.T,0,X231711804876662.T,CD4+ T cell,T
X231711804902765.N,X231711804902765_X_.N,13,X231711804902765.N,Lung Cancer Cell,N
X231711805388596.T,X231711805388596_Y_.T,0,X231711805388596.T,T regulatory cells,T
X231711805396780.T,X231711805396780_Y_.T,10,X231711805396780.T,CAFinfla,T
X231711805434789.N,X231711805434789_X_.N,6,X231711805434789.N,Natural killer cell,N
X231711805463275.N,X231711805463275_X_.N,2,X231711805463275.N,Pro-angiogenesis Macrophage,N
X231711805496093.T,X231711805496093_Y_.T,2,X231711805496093.T,Phagocytosis Macrophage,T
X231711819287388.N,X231711819287388_X_.N,2,X231711819287388.N,Pro-angiogenesis Macrophage,N
X231711819361563.N,X231711819361563_X_.N,0,X231711819361563.N,Blood Cell,N
X231711819548523.T,X231711819548523_Y_.T,4,X231711819548523.T,CD4+ T cell,T
X231711819557739.N,X231711819557739_X_.N,6,X231711819557739.N,Natural killer cell,N
X231711819610531.T,X231711819610531_Y_.T,6,X231711819610531.T,Natural killer cell,T
X231711819615588.N,X231711819615588_X_.N,0,X231711819615588.N,Effector/Memory CD4+ T cells,N
X231711820110580.N,X231711820110580_X_.N,2,X231711820110580.N,Pro-angiogenesis Macrophage,N
X231711820135651.T,X231711820135651_Y_.T,0,X231711820135651.T,T regulatory cells,T
X231711832131436.N,X231711832131436_X_.N,1,X231711832131436.N,Natural killer cell,N
X231711832205603.N,X231711832205603_X_.N,3,X231711832205603.N,Pro-angiogenesis Macrophage,N
X231711850740662.N,X231711850740662_X_.N,1,X231711850740662.N,Effector/Memory CD8+ T cells,N
X231711851046771.N,X231711851046771_X_.N,2,X231711851046771.N,Pro-angiogenesis Macrophage,N
X231711851563958.T,X231711851563958_Y_.T,0,X231711851563958.T,CD4+ T cell,T
X231711851600292.T,X231711851600292_Y_.T,5,X231711851600292.T,B Cell,T
X231754888789301.T,X231754888789301_Y_.T,0,X231754888789301.T,CD4+ T cell,T
X231754888863004.T,X231754888863004_Y_.T,1,X231754888863004.T,Exhausted CD8+ T cells,T
X231754889051571.T,X231754889051571_Y_.T,7,X231754889051571.T,Macrophage,T
X231754889059764.N,X231754889059764_X_.N,4,X231754889059764.N,Naive CD4+ T cells,N
X231754889087260.T,X231754889087260_Y_.T,0,X231754889087260.T,CD4+ T cell,T
X231754889280310.T,X231754889280310_Y_.T,5,X231754889280310.T,B Cell,T
X231754889321331.T,X231754889321331_Y_.T,13,X231754889321331.T,Non Stromal Cell,T
X231754903738269.N,X231754903738269_X_.N,1,X231754903738269.N,Effector/Memory CD4+ T cells,N
X231754903964403.T,X231754903964403_Y_.T,0,X231754903964403.T,Effector/Memory CD8+ T cells,T
X231754904038644.T,X231754904038644_Y_.T,5,X231754904038644.T,Macrophage or Dendritic Cell,T
X231754915765166.N,X231754915765166_X_.N,7,X231754915765166.N,Pro-angiogenesis Macrophage,N
X231754915867379.N,X231754915867379_X_.N,2,X231754915867379.N,Pro-angiogenesis Macrophage,N
X231754916050796.T,X231754916050796_Y_.T,5,X231754916050796.T,B Cell,T
X231754916653876.T,X231754916653876_Y_.T,0,X231754916653876.T,Effector/Memory CD8+ T cells,T
X231754934635379.N,X231754934635379_X_.N,4,X231754934635379.N,Pro-angiogenesis Macrophage,N
X231760525638059.N,X231760525638059_X_.N,0,X231760525638059.N,Effector/Memory CD4+ T cells,N
X231760525707061.T,X231760525707061_Y_.T,2,X231760525707061.T,Phagocytosis Macrophage,T
X231760525715182.N,X231760525715182_X_.N,6,X231760525715182.N,Natural killer cell,N
X231760525736861.T,X231760525736861_Y_.T,4,X231760525736861.T,Macrophage,T
X231760525905259.N,X231760525905259_X_.N,1,X231760525905259.N,Effector/Memory CD4+ T cells,N
X231760526232484.T,X231760526232484_Y_.T,0,X231760526232484.T,CD4+ T cell,T
X231760526425012.T,X231760526425012_Y_.T,8,X231760526425012.T,Endothelial Cells,T
X231760526427995.T,X231760526427995_Y_.T,4,X231760526427995.T,Macrophage,T
X231760526428966.T,X231760526428966_Y_.T,5,X231760526428966.T,B Cell,T
X231760540387747.N,X231760540387747_X_.N,0,X231760540387747.N,Naive CD4+ T cells,N
X231760540391851.T,X231760540391851_Y_.T,1,X231760540391851.T,Exhausted CD8+ T cells,T
X231760540584805.T,X231760540584805_Y_.T,3,X231760540584805.T,Macrophage,T
X231760540588389.N,X231760540588389_X_.N,0,X231760540588389.N,Effector/Memory CD4+ T cells,N
X231760541112629.T,X231760541112629_Y_.T,6,X231760541112629.T,Natural killer cell,T
X231760553426139.T,X231760553426139_Y_.T,0,X231760553426139.T,CD4+ T cell,T
X231760553434462.T,X231760553434462_Y_.T,0,X231760553434462.T,CD4+ T cell,T
X231760553695476.N,X231760553695476_X_.N,0,X231760553695476.N,Blood Cell,N
X231760571808174.T,X231760571808174_Y_.T,5,X231760571808174.T,B Cell,T
X231760572050726.T,X231760572050726_Y_.T,3,X231760572050726.T,Phagocytosis Macrophage,T
X231760572108125.T,X231760572108125_Y_.T,1,X231760572108125.T,Exhausted CD8+ T cells,T
X231760572344622.N,X231760572344622_X_.N,8,X231760572344622.N,Endothelial Cells,N
X231760572344731.T,X231760572344731_Y_.T,0,X231760572344731.T,CD4+ T cell,T
X231760572401459.N,X231760572401459_X_.N,3,X231760572401459.N,Pro-angiogenesis Macrophage,N
X231760572636579.N,X231760572636579_X_.N,1,X231760572636579.N,Effector/Memory CD8+ T cells,N
X231770055371549.T,X231770055371549_Y_.T,5,X231770055371549.T,B Cell,T
X231770055661940.N,X231770055661940_X_.N,3,X231770055661940.N,Pro-angiogenesis Macrophage,N
X231770055887197.T,X231770055887197_Y_.T,10,X231770055887197.T,CAFmyo,T
X231770055895323.N,X231770055895323_X_.N,1,X231770055895323.N,Effector/Memory CD4+ T cells,N
X231770055948126.N,X231770055948126_X_.N,3,X231770055948126.N,Pro-angiogenesis Macrophage,N
X231770055960878.N,X231770055960878_X_.N,14,X231770055960878.N,Mast cell,N
X231770055981339.N,X231770055981339_X_.N,0,X231770055981339.N,Effector/Memory CD4+ T cells,N
X231770070366453.T,X231770070366453_Y_.T,5,X231770070366453.T,CD4+ T cell,T
X231770070399404.N,X231770070399404_X_.N,6,X231770070399404.N,Natural killer cell,N
X231770070411493.N,X231770070411493_X_.N,5,X231770070411493.N,Pro-angiogenesis Macrophage,N
X231770070637790.T,X231770070637790_Y_.T,5,X231770070637790.T,B Cell,T
X231770082393516.T,X231770082393516_Y_.T,8,X231770082393516.T,Pancreatic Cancer Cell,T
X231770082425701.N,X231770082425701_X_.N,0,X231770082425701.N,Pro-angiogenesis Macrophage,N
X231770082695590.T,X231770082695590_Y_.T,5,X231770082695590.T,B Cell,T
X231770082884397.T,X231770082884397_Y_.T,0,X231770082884397.T,CD4+ T cell,T
X231770082925468.T,X231770082925468_Y_.T,1,X231770082925468.T,CD8+ T cell,T
X231770083224299.N,X231770083224299_X_.N,2,X231770083224299.N,Pro-angiogenesis Macrophage,N
X231770101311275.T,X231770101311275_Y_.T,0,X231770101311275.T,Naive CD4+ T cells,T
X231770101332396.N,X231770101332396_X_.N,7,X231770101332396.N,Pro-inflammatory Macrophage,N
X231822802990894.T,X231822802990894_Y_.T,11,X231822802990894.T,cDC1,T
X231822817615206.T,X231822817615206_Y_.T,4,X231822817615206.T,Macrophage,T
X231822817672555.N,X231822817672555_X_.N,0,X231822817672555.N,Effector/Memory CD4+ T cells,N
X231822817676515.N,X231822817676515_X_.N,11,X231822817676515.N,Macrophage or Dendritic Cell,N
X231822817937716.T,X231822817937716_Y_.T,5,X231822817937716.T,B Cell,T
X231822817966323.T,X231822817966323_Y_.T,1,X231822817966323.T,CD4 or CD8 T cell,T
X231822818199324.T,X231822818199324_Y_.T,0,X231822818199324.T,CD4+ T cell,T
